0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.0,10.0,20.0,10.0,0.0,0.0,10.0,0.0,20.0,10.0,10.0,0.0,20.0,20.0,0.0,20.0,30.0,20.0,10.0,10.0,60.0,10.0,20.0,10.0
0.0,0.0,62.0,27.0,20.0,0.0,10.0,0.0,30.0,30.0,15.0,24.0,10.0,0.0,20.0,10.0,15.0,65.0,60.0,10.0,34.0,20.0,70.0,2.0
0.0,0.0,0.0,25.0,20.0,20.0,20.0,20.0,71.0,20.0,20.0,20.0,44.0,0.0,60.0,20.0,10.0,75.0,30.0,20.0,50.0,0.0,70.0,10.0
0.0,0.0,0.0,0.0,14.0,72.0,30.0,40.0,8.0,10.0,16.0,0.0,30.0,0.0,20.0,10.0,71.0,25.0,10.0,0.0,50.0,43.0,30.0,10.0
0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,70.0,30.0,25.0,45.0,30.0,5.0,25.0,30.0,20.0,40.0,50.0,0.0,60.0,40.0,40.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,40.0,20.0,15.0,20.0,20.0,0.0,20.0,10.0,80.0,60.0,30.0,10.0,20.0,40.0,20.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,0.0,10.0,0.0,15.0,0.0,40.0,10.0,0.0,20.0,0.0,0.0,0.0,21.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,20.0,0.0,20.0,0.0,60.0,0.0,0.0,50.0,20.0,10.0,0.0,0.0,10.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,15.0,60.0,15.0,20.0,20.0,50.0,70.0,20.0,25.0,40.0,20.0,70.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,40.0,10.0,0.0,35.0,30.0,0.0,0.0,14.0,20.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,20.0,0.0,60.0,20.0,30.0,40.0,20.0,20.0,25.0,25.0,10.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,5.0,0.0,30.0,20.0,0.0,22.0,20.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,70.0,20.0,70.0,20.0,30.0,22.0,30.0,60.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,35.0,10.0,15.0,45.0,20.0,30.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,20.0,30.0,20.0,20.0,55.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,30.0,10.0,25.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,30.0,30.0,40.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,15.0,70.0,15.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,40.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
